"Imperial Army Camp, Year 997","제국군 야영지, 997년"
Crossbowmen and Rangers gain an additional 25% bonus damage against Heavy Infantry and Heavy Cavalry.,석궁병과 레인저가 중보병과 중기병에 대해 추가 25%의 보너스 피해를 입힙니다.
Advanced Material Science,고급 신소재 과학
Grants Heavy Infantry and Heavy Cavalry +25 Max HP for a cumulative effect of +50. Unlocks powerful firearms technologies.,중보병과 중기병이 +25 최대 체력을 추가로 얻어 도합 +50 추가 체력을 받습니다. 강력한 화기 기술을 잠금 해제합니다.
Obsidian Forging,흑요석 제련
"Now that we have a grasp on the powerful and rare metal named Obsidian, we can use it to enhance our existing Steel Plate Armor, granting Heavy Infantry and Heavy Cavalry an additional +5 Armor.","이제 강력하고 희귀한 흑요석이란 금속을 손에 넣었으니, 이를 이용하여 기존의 강철 판금 갑옷을 강화할 수 있습니다. 중보병과 중기병이 추가 +5의 방어구를 얻습니다."
Behemoth Leather Armor,베헤모스의 가죽 갑옷
"Using hides from the fearsome Behemoth, we can further enhance our Light Armor. Light Infantry, Light Cavalry, Archers, and Firearms gain an additional +5 to Armor.","두려운 베헤모스의 가죽을 사용하여, 경갑옷을 더 강화할 수 있습니다. 경보병, 경기병, 궁수, 총병이 추가 +5의 방어구를 얻습니다."
Mage Regiments,마도병 연대
"All 'Magician' and 'Support' classes are now of the 'Normal' unit type rather than 'Slow', and Magician attacks decay in power more slowly when used consecutively.","모든 ‘마법사’와 ‘지원’ 병과가 이제 ‘느림’ 대신 ‘일반’ 유닛 유형이 되고, 마법사의 공격이 연속적으로 사용됐을 때 위력이 보다 천천히 떨어집니다."
Magician's Initiative,마법사의 기선제압
Spells that have a charge-up turn can now be cast on the first turn of battle when on offense.,충전형 주문을 이제 공격 시 전투의 첫 번째 턴에서 시전할 수 있습니다.
Hex Mastery,저주 숙련도
Status effects from Magician and Dragon breath attacks have an increased chance to be inflicted.,마법사와 용의 숨결 공격의 상태이상이 이제 적용될 가능성이 높아집니다.
Spirit Piercing,정신 관통
Magician and Dragon breath attacks ignore 25% of the target's resistance.,마법사와 용의 숨결 공격이 대상의 저항력의 25%를 무시합니다.
Advanced Mobile Warfare,고급 기동 전쟁
Dragoons are now 'Light Cavalry' move type.,총기병이 이제 ‘경기병’ 이동 유형이 됩니다.
Advanced Flanking,고급 측면 공격
+15% Attack power when engaging in close range battles for each allied squad that is adjacent to the target enemy squad.,대상 적 부대에 인접한 각 아군 부대 당 근접 전투에 들어갈 때 +15%의 공격력
Optimized Tactics,전술 최적화
Improves effects of most special tactics.,특수 공격 유형 대부분의 효과가 개선됩니다
Supply Chain Mastery,보급망 숙련
"Villages, Towns, Castles, and Bases held by our faction now provide healing to our Squads within 3 tiles every turn.","우리 진영의 손에 들어온 마을, 소도시, 성, 기지가 이제 매 턴 3타일 내에 있는 우리 부대를 치유합니다."
Archer General,궁수 장군
"All 'Archery' classes are now of the 'Light' unit type, a massive advantage to mobility and ambushes.","모든 ‘궁수’ 병과가 이제 ‘가벼움’ 유닛 유형이 되어, 기동성과 매복에 엄청난 이득이 생깁니다."
Master Artificer,장인 기능공
All Artifacts cost -1 Capacity.,모든 유물의 보급 비용 -1.
Grapeshot,포도탄
Artillery attacks have increased splash radius and damage.,포병 공격의 폭파 범위와 피해가 증가합니다.
Gunsmithing,화기 제작
"We are now able to manufacture guns and cannons. Unlocks the Gunner, Dragoon, and Siege Cannon classes.","이제 총과 대포를 제조할 수 있습니다. 총병, 총기병, 공성 대포 병과가 잠금 해제됩니다."
Breech-Loading Gun,후미장전포
'Gunner' units and Artillery are no longer negatively affected by weather.,‘총병’ 유닛과 포병대가 이제 날씨에 부정적인 영향을 받지 않습니다.
Dragon Bond,용 유대
"Unlocks the Dragon Rider class. The ultimate unit type, allowing us to control Dragon flight ability to take to the skies.","용기수 병과가 잠금 해제됩니다. 궁극의 유닛 유형으로, 제공권을 장악하는 용 비행 부대를 다룰 수 있게 됩니다."
Grand Army,군단
ALL squads in the army gain +10 capacity limit.,군대의 모든 부대의 보급 한계가 +10 늘어납니다.
Professionalism,전문성
"New Conscripts start with mastery of all available Tier 1 classes, start with +3 Levels, and with full Loyalty to your cause.","새로운 징집병이 모든 티어 1 병과 숙련도를 완전히 가지게 되며, +3 레벨로 시작하고, 당신의 대의에 완전히 충성합니다."
Musketeering,총사대
Advanced firearm techniques grant our Gunners and Dragoons an additional attack.,고급 화기 기술이 우리 총병과 총기병들에게 추가 공격을 부여합니다.
Industrial Furnace,산업용 용광로
"We are now able to maintain high-energy blast furnaces, allowing for far more efficient processing of materials. -1 Iron and Obsidian costs for all units.","이제 고화력 용광로를 유지할 수 있어, 재료 처리 효율성이 대폭 높아집니다. 모든 유닛의 철과 흑요석 비용 -1."
Rifled Artillery,강선 포병대
+1 Range to Siege Cannons.,공성 대포 공격 범위 +1타일.
Hero has fallen in battle,영웅이 전투에서 쓰러졌습니다
Mission objective failed,미션 목표에 실패했습니다
Home Base has been captured,아군 기지가 함락 당했습니다
Chapter Complete!,장 완료!
Chapter Complete,장 완료
World Lore,세계관
Tactics and Strategy,전략과 전술
Class List,병과 목록
Terrains,지형
Reference Guide,참고 가이드
Tutorial,전술 가이드
Attack from a hill using Jules's Squad,줄스의 부대를 이용하여 언덕에서 공격
Seize all Map Objectives,모든 지도상 목표물 점령
Seize Eastwall Fortress,이스트월 요새 점령
\\N[8] is defeated in battle,\\N[8] 전투에서 패배
"Seize Marche, the Trade Town",무역 마을 마르셰 점령
Seize the Donari Temple,도나리교 사원 점령
Complete The Chapter within 10 turns,10 턴 내에 장 완료
Seize Centurion's Rest Compound,백인대장의 안식처 시설 점령
Barnabas is defeated before being recruited,바나바스가 합류하기 전에 패배함
No allied Imperial Army squads lost,사망한 아군 제국군 부대 없음
Cause an enemy Squad to Surrender,적 부대를 항복시키세요
Seize Centurion's Rest,백인대장의 안식처 점령
Stefan defeats an enemy in just 1 attack,스테판이 단 1번의 공격으로 적을 패배시킵니다
Open all Treasures,모든 보물 열기
\\N[8] escapes from prison,\\N[8] 감옥에서 탈출
Any friendly units are defeated in battle,어떤 아군 유닛이든 전투에서 패배
Find and rescue the dragon child,새끼 용을 찾아서 구출
Seize Fort Naxos,낙소스 요새 점령
\\N[8] is defeated in battle OR,\\N[8] 전투에서 패배 혹은
The enemy captures Granheim Abbey,적이 그렌하임 수도원을 점령합니다
"Seize Port Jenos, the Port Town",항구 마을 제노스 점령
Defeat Kuroda's squad in battle,쿠로다의 부대를 전투에서 패배시키세요
No enemy squads attack Fort Naxos,어떤 적 부대도 낙소스 요새를 공격하지 않습니다
Defend Fort Naxos for 15 turns OR,낙소스 요새를 15 턴 동안 방어 혹은
Destroy all enemy Squads + Seize Port Jenos,모든 적 부대 궤멸 + 제노스 항구 점령
The enemy captures Fort Naxos,적이 낙소스 요새를 점령합니다
Narima is not defeated in battle,나리마가 전투에서 패배하지 않음
Seize all Tidereaver ships,모든 타이드리버 배 점령
Seize the Tidereaver Flagship,타이드리버 기함 점령
Seize Greyden Slave Complex,그레이덴 노예 시설 점령
Recruit the Barek Tor Mercenary,바렉 토르 용병 모집
\\N[8] reaches Lemelin Monastery,\\N[8] 레멜린 대수도원 도착
Lysander is not defeated in battle,라이샌더가 전투에서 패배
No enemy squad attacks Lemelin Monastery,어떤 적 부대도 레멜린 대수도원을 공격하지 않습니다
No more than 4 Isanter squads are defeated,4개 이하의 이산테르 부대가 패배함
Defend Lemelin Monastery for 15 turns OR,15 턴 동안 레멜린 대수도원 방어 혹은
Seize Westerfield Fortress,웨스터필드 요새 점령
The enemy captures Lemelin Monastery,적이 레멜린 대수도원을 점령
No enemy squads attack Isanter Palace,어떤 적 부대도 이산테르 궁전을 공격하지 않습니다
Complete The Chapter within 12 turns,12 턴 내에 장 완료
Seize Trucea,트루세아 점령
The enemy captures Isanter Palace OR,적이 이산테르 궁전 점령 혹은
The enemy captures Lemelin Fortress,적이 레멜린 요새 점령
Complete The Chapter within 20 turns,20 턴 내에 장 완료
Complete The Chapter within 15 turns,15 턴 내에 장 완료
Seize Fort Eureeka,유리카 요새 점령
The enemy captures Trucea,적이 트루세아 요새 점령
Survive against Casamir's army for 2 turns,2 턴 동안 카사미르의 군대에 대항하여 생존
Survive against Casamir's army for 4 turns,4 턴 동안 카사미르의 군대에 대항하여 생존
Survive against Casamir's army for 6 turns,6 턴 동안 카사미르의 군대에 대항하여 생존
Defend Fort Eureeka OR,유리카 요새 방어 혹은
Defeat Casamir's entire army,카사미르의 전군 격파
The enemy captures Fort Eureeka,적이 낙소스 요새 점령
Seize Rimorgue and Stormrook,리모르그와 스톰루크 점령
Hand of Zanatus is defeated in battle,자나투스의 손이 전투에서 패배
Diana reaches the stairs to the dungeon,다이애나가 지하감옥의 계단에 도달
Diana is defeated in battle,다이애나가 전투에서 패배
Destroy bridge after all children are safe,어린이들을 구한 다음 다리 파괴
Diana reaches Centurion's Rest,다이애나가 백인대장의 안식처에 도달
Diana is defeated in battle OR,다이애나가 전투에서 패배 혹은
None of the escaping children survive,탈출한 어린이 중 아무도 생존하지 못함
Seize Imperial Sally Port,제국 황궁 후면 진입로 점령
The enemy captures Diana Front Base,적이 다이애나의 전진 기지 점령
Avoid battle with the Hand of Zanatus,자나투스의 손과 전투 회피
Diana reaches the Portal to Mount Ptolomea,다이애나가 프톨로메아 산 포털에 도달
Use a Nephilim Power,네필림 권능 사용
Seize Embor,엠보어 점령
The enemy captures Centurion's Rest,적이 백인대장의 안식처 점령
"Narima, Raskuja, and Sybil survive","나리마, 라스쿠자, 시빌 생존"
Defend Eastwall Fortress for 10 turns OR,10 턴 동안 이스트월 방어 혹은
Destroy all enemy Squads,모든 적 부대 처치
Lysander is defeated in battle OR,라이샌더가 전투에서 패배 혹은
The enemy captures Eastwall Front Base,적이 이스트월 전진 기지 점령
Avoid taking hazard damage from lava,용암 지형의 지형 피해를 받지 않음
\\N[8] reaches the Stone Gate,\\N[8] 석문에 도달
"Seize Felnamia, the castle town","성이 있는 소도시, 펠나미아 점령"
\\N[8] reaches the Donari Temple,\\N[8] 도나리교 사원에 도달
Sybil is defeated in battle OR,시빌이 전투에서 패배 혹은
The enemy captures Felnamia Front Base,적이 펠나미아 전진 기지 점령
Azuros does not fall below 50% HP,아주로스가 50% 체력 밑으로 떨어지지 않음
"Seize the enemy Home Base, Nikeda Redoubt","적 기지, 니케다 보루 점령"
Azuros is defeated in battle OR,아주로스가 전투에서 패배 혹은
The enemy captures Eberminster,적이 에버민스터 점령
Do not kill any Sisterhood of Mercy,자비의 자매회를 단 한 명도 죽이지 마세요
Destroy all of the Zanatus Mages,자나투스 마법사를 모두 처치
Edelia is defeated in battle,에델리아가 전투에서 패배
No enemy squads escape,어떤 적 부대도 탈출하지 못함
Destroy all enemy Squads OR,모든 적 부대 처치 혹은
All enemy Firearms Squads Retreat,모든 적 화기 부대 후퇴
\\N[8] reaches the dungeon staircase,\\N[8] 지하감옥 계단 도달
"Seize Blackstone, the Tidereaver Base",타이드리버 기지 블랙스톤 점령
Seize Crestmoor,크레스트무어 점령
The enemy captures Sandraka Front Base,적이 산드라카 전진 기지 점령
Seize all Objectives,모든 목표물 점령
Seize Greywind Shrine,그레이윈드 사당 점령
Jules is not defeated in battle,줄스가 전투에서 패배
Survive for 6 turns OR,6 턴 동안 생존 혹은
Seize all Mines,모든 광산 점령
Seize Fort Dakur,다쿠르 요새 점령
The enemy captures Ezrum,적이 에즈룸 점령
Cause at least 3 Sayunaari squads to Surrender,셋 이상의 사유나 부대를 항복하게 만들기
Seize Sayunaa,사유나 점령
The enemy captures Fort Dakur,적이 다쿠르 요새 점령
Seize Rimorgue,리모르그 점령
The enemy captures Nephilim Army Base,적이 네필림 군 기지 점령
Destroy no more than 3 Imperial Squads,셋 이하의 제국군 부대 처치
Seize Armitage,아미티지 점령
Rescue Alex within 10 turns,10 턴 내에 알렉스 구출
Defeat Casamir,카사미르 격파
Defeat Lysander,라이샌더 격파
Defeat Zanatus,자나투스 격파
Capture the Enemy Base,적 기지 점령
Lose 5 or more squads,5개 이상의 부대 손실
Home Base is captured,아군 기지가 점령됨
Survive for 30 Rounds OR,30 라운드 동안 생존 혹은
Lose all squads,모든 부대 손실
Shattered,충격 받음
Shaken,놀람
Fearful,겁먹음
Fair,괜찮음
Good,좋음
Excellent,뛰어남
Fearless,겁없음
Meteor,운석 소환
"Meteor: Deal 25% of Max HP of all Units in all enemy Squads in a cross-shaped area of effect, cannot damage beyond 75% Max HP lost, does not affect bosses.","운석 소환: 십자가 모양의 범위내 적 부대의 모든 유닛에게 효과로 최대 체력의 25% 피해를 입힙니다. 최대 체력 75% 이상의 피해는 입힐 수 없고, 보스에게는 영향이 없습니다."
Teleport,순간 이동
Teleport: Instantly move a friendly Squad to any valid tile within 5 tiles of that Squad’s current location. Does not consume any move points or actions.,순간 이동: 즉시 아군 부대를 해당 부대의 현재 위치에서 5 타일 내의 어떤 유효한 타일로든 이동시킵니다. 이동 포인트나 행동을 소모하지 않습니다.
Exemplar,모범
Exemplar: A friendly Squad resists 50% of all damage for one entire player phase + enemy phase. Enemies will always target this Squad.,모범: 플레이어 차례 + 적 차례 동안 아군 부대가 모든 피해량의 50%에 저항합니다. 적은 언제나 이 부대를 대상으로 합니다.
Terror,공포
Terror: Inflicts massive Morale damage to every enemy Squad within a 3x3 tile area of effect.,공포: 3x3 범위 효과 타일 내의 모든 적 부대에게 대량의 사기 피해를 입힙니다.
Blessing,축복
"Blessing: Refresh a friendly Squad, giving them another full turn during the same player phase.","축복: 아군 부대에 활력을 부여하여, 플레이어 차례 동안 또 한 번의 완전한 턴을 줍니다."
Basic Infantry. Front line warrior who can provide cover. Has the most options for growth into other unit types.,기본 보병. 전열에서 아군을 보호할 수 있는 전사. 다른 병과로 승급할 수 있는 선택지가 가장 많습니다.
Fighter,전사
"A child dragon with basic fire breath. In time, will mature in a formidable adult.",기본 화염 숨결을 뿜는 어린 용. 시간이 지나면 성장하여 강력한 성체가 됩니다.
Drakeling,새끼 용
"A young adult dragon, breathes fire in a wide swath. Can specialize into more advanced dragons.","어린 성체 용으로, 넓은 범위에 화염 숨결을 뿜습니다. 더 고급 용으로 승급할 수 있습니다."
Dragon,용
A mature dragon specializing in powerful fire breath. May learn how to become a Red Dragon Rider.,강력한 화염 숨결에 특화된 성체 용. 붉은 용기수가 되는 법을 배울 수 있습니다.
Red Dragon,붉은 용
A mature dragon specializing in powerful lightning breath. May learn how to become a Blue Dragon Rider.,강력한 번개 숨결에 특화된 성체 용. 푸른 용기수가 되는 법을 배울 수 있습니다.
Blue Dragon,푸른 용
A mature dragon specializing in powerful ice breath. May learn how to become a Silver Dragon Rider.,강력한 얼음 숨결에 특화된 성체 용. 은빛 용기수가 되는 법을 배울 수 있습니다.
Silv. Dragon,은빛 용
"The ultimate evolution of the Red Dragon, it can now take to the skies and deliver devastating fire breath.","붉은 용의 궁극적 진화로, 이제 파괴적인 화염 숨결을 뿜으며 하늘을 장악할 수 있습니다."
Red D.Rider,붉은 용기수
"The ultimate evolution of the Blue Dragon, it can now take to the skies and deliver devastating lightning breath.","푸른 용의 궁극적 진화로, 이제 파괴적인 번개 숨결을 뿜으며 하늘을 장악할 수 있습니다."
Blue D.Rider,푸른 용기수
"The ultimate evolution of the Silver Dragon, it can now take to the skies and deliver devastating ice breath.","은빛 용의 궁극적 진화로, 이제 파괴적인 얼음 숨결을 뿜으며 하늘을 장악할 수 있습니다."
Silv. D.Rider,은빛 용기수
"Basic Infantry. Can be part of a Light Squad, who specialize in rough terrain and ambushes.",기본 보병. 거친 지형과 매복에 특화된 경보병 부대의 일원이 될 수 있습니다.
Militia,민병대
Basic Archery unit. Can attack from 2 tiles away.,기본 궁수 유닛. 2 타일 거리에서 공격할 수 있습니다.
Bowman,활잡이
Basic Support unit. Able to provide healing in and out of battle.,기본 지원 유닛. 전투 내외에서 치유를 제공할 수 있습니다.
Medic,의무병
"Front line Heavy Infantry. Heavily armored, and protects back lines with Cover.","전열에 서는 중보병. 중갑옷을 입고, 후열을 보호합니다."
Soldier,정규보병
Front line Heavy Infantry. Polearms are strong against Cavalry.,전열에 서는 중보병. 장창은 기병에게 강합니다.
Spearman,창병
"Basic Heavy Cavalry. Heavily armored, and protects back lines with Cover.","기본 중기병. 중갑옷을 입고, 후열을 보호합니다."
Cavalier,기마병
Heavy Infantry. Deals Striking damage. Gets a bonus to Magic Defense from a portion of her Armor.,중보병. 타격 피해를 가합니다. 방어구 수치 일부에서 마법 방어력 보너스를 얻습니다.
Skirmisher,척후병
"Basic Light Cavalry. Can Ambush, and is strong against enemy Cavalry.","기본 경기병. 매복할 수 있고, 적 기병에 대해 강합니다."
Scout,정찰기병
"Specialized Light Infantry. On offense, will execute a Stealth attack, striking the back row.","특화된 경보병. 공격 시 은신 공격을 수행하고, 후방을 칩니다."
Rogue,도적
Standard Archery unit. Can attack from 2 tiles away. Has the potential to upgrade to a class with 3 tile range.,표준형 궁수 유닛. 2 타일 거리에서 공격할 수 있습니다. 3타일 사정 거리를 가지는 병과로 승급할 수 있습니다.
Archer,궁수
"Specialized Archery unit. Can attack from 2 tiles away, and gets a bonus against Heavy troops.","특화된 궁수 유닛. 2 타일 거리에서 공격할 수 있으며, 중갑옷 유닛에 대항하여 보너스를 얻습니다."
Crossbowman,석궁병
"Light Cavalry Archer. Can fire from 2 tiles, ambush, and hit-and-run.","경 기마 궁수. 2 타일 거리에서 발사하며, 매복, 치고 빠지기가 가능합니다."
Horsebow,궁기병
"Standard Light Infantry. Very strong attack, but sacrifices almost all defense.","표준 경보병. 아주 강력한 공격을 하지만, 거의 모든 방어력을 희생했습니다."
Swordfighter,검사
Basic Magician unit. Launches a Fire elemental magic attack with a small area effect.,기본 마법사 유닛. 작은 범위 효과가 있는 화염 원소 마법 공격을 가합니다.
Apprentice,견습생
"Standard Support unit. Able to provide healing in and out of battle, with much greater ability than the Medic.","표준 지원 유닛. 전투 내외에서 치유를 제공할 수 있으며, 의무병보다 능력이 훨씬 높습니다."
Priestess,여사제
Specialized Magician unit. Launches a Dark elemental magic attack that has a chance to stun and/or daze the target.,특화된 마법사 유닛. 대상을 기절 및 현혹할 확률이 있는 어둠 원소 마법 공격을 가합니다.
Siren,사이렌
Powerhouse defensive Heavy Infantry. Uses a polearm and has a special defense against Firearms attacks.,"강력한 방어적 중보병. 장창을 이용하며, 화기 공격에 대한 특수 방어력이 있습니다."
Sentinel,수호자
Powerhouse Heavy Infantry. Executes a double-attack against a single enemy.,강력한 중보병. 단일 적에 대하여 두 번 연속 공격을 수행합니다.
Champion,챔피언
"Specialized Heavy Infantry. Attack hits a wide-arc, striking the units adjacent to the target in the same row.","특화된 중보병. 공격이 넓은 호를 그리며, 대상과 같은 세로줄에 위치한 유닛들을 칩니다."
Zweihander,양손검사
"Specialized Heavy Infantry. The ultimate Polearm attacker, whose attacks strike the units behind the target.","특화된 중보병. 궁극의 장창 공격수로, 공격이 대상 유닛과 그 뒤의 유닛들을 칩니다."
Centurion,백인대장
Versatile Heavy Infantry. Possesses the Polearm skill of a Spearman with the bow attacks of an Archer. 35% More base Evasion than other Heavy classes.,다용도 중보병. 창병의 장창술과 궁수의 활 공격을 갖췄습니다. 다른 중기갑 병과보다 기본 회피율이 35% 높습니다.
Samurai,사무라이
"Specialized Heavy Infantry. Deals Striking damage. Gets a bonus to Magic Defense from a portion of her Armor, and deals extra damage to Magicians. Can heal self or ally under 50% HP once per battle.","특화된 중보병. 타격 피해를 가합니다. 방어구 수치 일부에서 마법 방어력 보너스를 얻고, 마법사에게 추가 피해를 입힙니다. 전투 당 한 번 자신이나 체력 50% 이하의 아군을 치유할 수 있습니다."
Paladin,성기사
Powerhouse Heavy Cavalry. Has a special defense against Archery attacks.,강력한 중기병. 궁수 공격에 대해 특별한 방어력이 있습니다.
Knight,기사
"Versatile Heavy Cavalry. Brings the healing ability of the Hospitaller, but can now attack in battle and execute Charge attacks.","다용도 중기병. 간호단의 치유 능력이 있으나, 전투에서 공격할 수 있으며 돌진 공격을 수행할 수 있습니다."
Valkyrie,발키리
"Specialized Light Infantry. Can Ambush, and gets a significant SKL bonus while fighting in Rough terrain, and can fire a precision bolt.","특화된 경보병. 매복할 수 있고, 거친 지형에서 전투할 때 상당한 재주 보너스를 얻으며, 정밀 투사체를 발사합니다."
Ranger,레인저
"Specialized Light Infantry. On offense, will execute a Stealth attack, striking the back row, with much greater ability than the Rogue.","특화된 경보병. 공격 시 은신 공격을 수행하고, 후방을 치며, 도적보다 능력이 훨씬 큽니다."
Assassin,암살자
"Powerhouse Light Cavalry. Can Ambush, and is strong against enemy Cavalry, with much greater ability than the Scout.","강력한 경기병. 매복할 수 있고, 적 기병에 대해 강하며, 정찰기병보다 능력이 훨씬 큽니다."
Hussar,창기병
Powerhouse Archery unit. Can attack from up to 3 tiles away.,강력한 궁수 유닛. 3 타일 거리에서 공격할 수 있습니다.
Warbow,저격수
"Powerhouse Light Cavalry Archer. Can fire from 2 tiles, ambush, and hit-and-run, with much greater ability than the Horsebow.","강력한 경기병 궁수. 2 타일 거리에서 발사하고, 매복하고, 치고 빠지기가 가능하며 궁기병보다 능력이 더 큽니다."
Raider,급습기병
"Ultimate Support unit. Able to provide healing in and out of battle, with the greatest possible proficiency.","궁극의 지원 유닛. 전투 내외에서 치유를 제공할 수 있으며, 능력이 훨씬 강합니다."
Templar,수호사제
"Specialized Support unit. Able to provide healing in and out of battle, with the mobility of Cavalry.","특화된 지원 유닛. 전투 내외에서 치유를 제공할 수 있으며, 기병의 기동성이 있습니다."
Powerhouse Magician unit. Launches a powerful Fire elemental magic attack that hits the entire target Row.,강력한 마법 유닛. 강력한 화염 속성 마법 공격을 가하여 대상 세로줄 전체를 타격합니다.
Fire Mage,화염 마법사
"Specialized Magician unit. Launches an Ice elemental magic attack that hits a large area of effect, and inflicts Chill on targets.","특화된 마법사 유닛. 얼음 속성 마법 공격을 가하여 넓은 범위 공격을 가하며, 대상들에게 냉기를 적용합니다."
Ice Mage,얼음 마법사
Powerhouse Magician unit. Launches a powerful Lightning elemental magic attack that hits the entire target Column.,강력한 마법 유닛. 강력한 번개 속성 마법 공격을 가하여 대상 가로줄 전체를 타격합니다.
Lit.Mage,번개 마법사
"Specialized Magician unit. Launches a Dark elemental magic attack that hits a large area of effect, with a chance to inflict Stun and Daze.","특화된 마법사 유닛. 어둠 속성의 마법 공격을 가하여 넓은 효과 범위를 타격하며, 기절과 멍함 상태이상을 부여할 가능성이 있습니다."
Sorceress,여마법사
Standard Firearms unit. Attacks are extremely powerful and bypass almost all Armor.,표준형 화기 유닛. 공격이 극히 강력하며 거의 모든 방어구를 우회합니다.
Gunner,총병
Specialized Firearms unit. Attacks are extremely powerful and bypass almost all Armor. Has the mobility of Cavalry.,특화된 화기 유닛. 공격이 극히 강력하며 거의 모든 방어구를 우회합니다. 기병의 기동성이 있습니다.
Dragoon,총기병
Specialized Firearms unit. Can only attack on offense. Launches a powerful barrage from up to 3 tiles away.,특화된 화기 유닛. 공격 시에만 교전할 수 있습니다. 3 타일 거리에서까지 강력한 일제 사격을 가합니다.
S. Cannon,공성 대포
Powerhouse offensive Light Infantry. Executes a powerful double-attack.,강력한 공격형 경보병. 강력한 두 번 연속 공격을 수행합니다.
Swordmaster,소드마스터
Powerhouse offensive Light Infantry. Executes a powerful double-attack. Attacks with a bow at 2+ range.,강력한 공격형 경보병. 강력한 두 번 연속 공격을 수행합니다. 2타일 이상 범위에서는 활로 공격합니다.
Blademaster,블레이드마스터
Diana's empowered form.,다이애나의 변신 형태.
Titan,타이탄
"Diana's smaller form, with the same abilities as the Titan.","다이애나의 더 작은 형태로, 타이탄과 동일한 능력이 있습니다."
What would I do if I abandon my destiny?,내가 내 운명을 포기한다면 난 어쩌지?
You're not getting rid of me that easily.,그렇게 쉽게 날 없앨 순 없지.
"Hey, come on! I never abandon my friends.","아, 이러기야! 난 친구들을 절대 버리지 않는다고."
"No, not again... let me prove myself to you!","아, 또야....네게 날 증명해 보일게!"
Early retirement ain't for me quite yet.,난 아직 조기 퇴역할 생각이 없어.
"Yeah, right. What would you do without this face?","하이고, 퍽이나. 이 미남 없이 어쩔 셈이야?"
I will die long before considering surrender.,항복을 고민하느니 차라리 죽겠어요.
What... why? Don't leave me alone out here!,그게 무슨...대체 왜요?여기 절 혼자 두지 마세요!
You must realize our fates are inexorably linked.,우리 운명이 냉혹하게 연결되어 있다는 걸 너도 깨달아야 해.
I have worked far too hard to quit now.,지금 그만두기엔 일을 너무 열심히 했네요.
Raskuja is to be fulfilling his contract.,라스쿠자는 이 계약을 지킬 거야.
The Avatar of Donar finds me unworthy...?,도나르의 현신께서 날 자격 없다 여기시는 건가...?
Ha! Please. You wouldn't want me as an enemy.,"하! 오 제발, 날 적으로 두지 않는 편이 좋을 걸."
