"Imperial Army Camp, Year 997","제국군 야영지, 997년"
Is this some kind of childish joke?,이건 뭐 유치한 농담인가?
All I have left is to kill the demon.,내게 남은 거라곤 악마를 죽이는 것 뿐이야.
\\M[tactic_normal.png]Normal Attack,\\M[tactic_normal.png]일반 공격
"\\M[tactic_normal.png]Normal Attack\\LINEBalanced attack, no special bonuses or penalties","\\M[tactic_normal.png]일반 공격\\LINE균형 잡힌 공격, 특별한 보너스나 페널티가 없음"
"\\M[tactic_normal.png]Normal Attack\\LINEBalanced attack, no special bonuses or penalties.","\\M[tactic_normal.png]일반 공격\\LINE균형 잡힌 공격, 특별한 보너스나 페널티가 없음."
\\M[tactic_forcesurrender.png]Force Surrender,\\M[tactic_forcesurrender.png]투항 권고
"\\M[tactic_forcesurrender.png]Force Surrender\\LINEAttempt to negotiate a surrender.  If the attempt fails, enter combat and lose your first turn in the next combat while taking 15% additional damage on first turn.  Enemies defeated in next combat have chance to surrender.","\\M[tactic_forcesurrender.png]투항 권고\\LINE항복 협상을 시도합니다. 시도가 실패할 경우 전투에 돌입하며, 플레이어의 부대는 첫 공격이 생략되고 바로 적의 첫 번째 반격이 시작되며, 피해를 15% 추가로 받습니다. 이후 두 번째 공격에서 처치된 적은 항복하게 됩니다."
"\\M[tactic_forcesurrender.png]Force Surrender\\LINEAttempt to negotiate a surrender.  If the attempt fails, enter combat and lose your first turn in the next combat.  Enemies defeated in next combat have chance to surrender.","\\M[tactic_forcesurrender.png]투항 권고\\LINE 항복 협상을 시도합니다. 시도가 실패할 경우 전투에 돌입하며, 플레이어의 부대는 첫 공격이 생략되고 바로 적의 첫 번째 반격이 시작됩니다. 이후 두 번째 공격에서 처치된 적은 항복하게 됩니다."
\\M[tactic_cautious.png]Cautious,\\M[tactic_cautious.png]신중
\\M[tactic_cautious.png]Cautious\\LINESpread damage between targets as much as possible.  Deal -15% and take -25% damage until the start of next Player Phase.,\\M[tactic_cautious.png]신중\\LINE가능한 한 대상들 사이에 피해를 분산시킵니다.  다음 플레이어 차례가 시작될 때까지 -15%의 피해를 가하고 -25%의 피해를 입습니다.
\\M[tactic_cautious.png]Cautious\\LINESpread damage between targets as much as possible.  Deal -15% and take -35% damage until the start of next Player Phase.,\\M[tactic_cautious.png]신중\\LINE가능한 한 대상들 사이에 피해를 분산시킵니다.  다음 플레이어 차례가 시작될 때까지 -15%의 피해를 가하고 -35%의 피해를 입습니다.
\\M[tactic_aggressive.png]Aggressive,\\M[tactic_aggressive.png]공격적
\\M[tactic_aggressive.png]Aggressive\\LINETarget weak and low HP enemies.  Deal +15% damage and take +35% damage until the start of next Player Phase.,\\M[tactic_aggressive.png]공격적\\LINE약하고 체력이 낮은 적들을 대상으로 삼습니다.  다음 플레이어 차례가 시작될 때까지 +15%의 피해를 가하고 +35%의 피해를 입습니다.
\\M[tactic_aggressive.png]Aggressive\\LINETarget weak and low HP enemies.  Deal +25% damage and take +35% damage until the start of next Player Phase.,\\M[tactic_aggressive.png]공격적\\LINE약하고 체력이 낮은 적들을 대상으로 삼습니다.  다음 플레이어 차례가 시작될 때까지 +25%의 피해를 가하고 +35%의 피해를 입습니다.
\\M[tactic_leader.png]Target Leader,\\M[tactic_leader.png]부대장 집중공격
"\\M[tactic_leader.png]Target Leader\\LINEAttack Leader or anyone blocking Leader.  +35% hit rate, -25% evasion until the start of next Player Phase.","\\M[tactic_leader.png]부대장 집중공격\\LINE부대장을 공격하거나 부대장을 막고 있는 대상을 공격합니다.다음 플레이어 차례가 시작될 때까지 적중률 +35%, 회피 -25%."
"\\M[tactic_leader.png]Target Leader\\LINEAttack Leader or anyone blocking Leader.  +35% hit rate, -10% evasion until the start of next Player Phase.","\\M[tactic_leader.png]부대장 집중공격\\LINE부대장을 공격하거나 부대장을 막고 있는 대상을 공격합니다.다음 플레이어 차례가 시작될 때까지 적중률 +35%, 회피 -10%."
\\M[tactic_normal.png]Balanced,\\M[tactic_normal.png]균형
Buy,구매
OR,OR
Sell,판매
Info,정보
Owned,보유
Buying: ,구매: 
Selling: ,판매: 
+2 Squad Capacity,+2 부대 보급 한계
-25% Dark Resist,-25% 어둠 저항
"Leader gets extra turn, followers deal","부대장이 추가 행동을 얻고, 부대원들이"
 , 
-25% damage,-25% 피해를 가합니다.
+25% Damage dealt to larger Squads,자신보다 유닛이 많은 부대에 +25%의 피해를 가합니다
-25% Damage dealt to smaller Squads,자신보다 유닛이 적은 부대에 -25%의 피해를 가합니다
+5% Evasion,+5% 회피
+50% Damage to Dragons,용에게 +50%의 피해
+15% Damage to Cavalry,기병에 +15%의 피해
+10% Dark Resist,+10% 어둠 저항
-100% Magic,-100% 마력
Squad can Ambush,부대가 매복할 수 있습니다
+25% Damage dealt to Boss Squads,보스 부대에 +25%의 피해를 가합니다
Only applies to Human targets,인간 대상에게만 적용됩니다
+20% Healing Power in combat,전투에서 +20% 치유 능력
+15% Hit Rate,+15% 적중률
+5 Squad Capacity,+5 부대 보급 한계
Archery attacks bypass wall and,궁수 공격이 성벽과
woods defenses,숲의 방어를 우회합니다
Squad deals +20% damage when,부대가 성벽에서 성벽이 아닌 곳을 공격할 때
attacking from wall to non-wall,+20%의 피해
+10% Out of combat Healing Power,+10%의 전투 외 치유 능력
+25% Dark Resist,+25% 어둠 저항
+3 Squad Capacity,+3 부대 보급 한계
-15% damage taken on defense,방어 시 -15%의 피해를 입습니다
No movement penalty in Woods,숲에서 이동 페널티가 없습니다
+3% Evasion,+3% 회피
-25% damage taken from Swords,칼에 공격받을 시 피해가 -25% 됩니다
-35% Damage taken from Archery,활에 공격받을 시 피해가 -35% 됩니다
-35% Damage taken from Firearms,화기에 공격받을 시 피해가 -35% 됩니다
-10% Damage taken from Dragons,용에게서 -10%의 피해를 받습니다
Gain STR for every point of MAG,마력 포인트 당 동일한 힘 포인트를 얻습니다
MAG is set to zero,마력이 0이 됩니다
-15% Damage taken from Firearms,화기에 공격받을 시 피해가 -15% 됩니다
-15% Damage taken from Archery,활에 공격받을 시 피해가 -15% 됩니다
Front row takes -25% damage,앞줄에서 -25%의 피해를 입습니다
Squad is locked at 'Fearful' Morale,부대가 ‘두려움’ 사기 상태에 고정됩니다
Defeated enemies Surrender if able,패배한 적이 가능하면 항복합니다
+7% Evasion,+7% 회피
Immune to Magical Stun effect,마법 기절 효과에 면역이 됩니다
Melee attackers can attack up walls,근접 공격자들이 성벽 위를 공격할 수 있습니다
Squad is more likely to be attacked,부대가 공격 당할 가능성이 더 높아집니다
"+2 Move Points, but starts with","+2 이동 포인트, 대신"
less Morale,사기가 적어진 채 시작합니다
+4 Squad Capacity,+4 부대 보급 한계
One free heal per battle,전투 당 한 번의 무료 치유
33% Chance to have a second turn,두 번째 턴이 33% 확률로 생깁니다
5% Hit and Evasion for the entire,해당 부대가 배치된 동안 아군
Army while Squad is deployed,전체 명중률 및 회피율 5% 증가
Gain double XP and CP from combat,전투에서 XP와 CP 두 배를 획득
Gain HP from kills,적 유닛 사망시 체력 획득
Take 10% HP damage per Phase,차례 당 10%의 체력 피해를 입습니다
Double item drop rate from battles,전투에서 아이템 드롭 확률 두 배
Immune to Critical Hits,치명타에 면역
-1 Squad Movement,-1 부대 이동
Always attack first when defending,방어 시 항상 먼저 공격
Does not work when being Ambushed,매복 당할 때는 작동하지 않습니다
Only works 3 times per phase,차례 당 3번만 작동합니다
Deal +25% damage on defense,방어 시 +25%의 피해를 입힙니다.
Greatly reduce chance to be,치명타를 받을 확률이
critically hit,대폭 줄어듭니다
Inflict Chill on enemy Squad,적 부대에게
at start of battle,전투 시작 시 냉기를 적용합니다
Squad heals 10% each player phase,각 플레이어 차례 당 부대가 10% 치유됩니다
Squad ignores enemy defense,"부대가 성벽, 요새, 기지에서의"
Squad takes no damage from,부대가 위험 타일에서의
hazard tiles,피해를 받지 않습니다
-25% Fire Damage taken,-25% 화염 피해를 입습니다
Squad ignores Zones of Control,부대가 제어 구역을 무시합니다
+10% Evasion,+10% 회피
Lucky Trait to all units in Squad,부대의 모든 유닛에 행운 특성이 생깁니다
Squad is now Flying movement,부대가 이제 비행 이동을 합니다
Squad Threat is reduced to 0,부대 위협이 0으로 감소합니다
Squad can now move after actions,부대가 이제 액션 후에도 이동합니다
post-action move if already Cavalry,이미 기병인 경우 액션 후 이동
+50% HP of summoned Undead,소환된 언데드에 +50% 체력
Squad is immune to Stealth Attacks,부대가 은신 공격에 면역이 됩니다
Gain SKL for every point of MAG,마력 포인트 당 재주를 얻습니다
Light Infantry costs -2 Capacity,경보병에 -2 보급 비용
Cost:,비용:
Unlock this tech?,이 기술을 잠금 해제할까요?
Obtain: ,획득: 
Sell For: ,판매 가격: 
Set the main volume level,주 볼륨 레벨 설정
Set the music volume level,음악 볼륨 레벨 설정
Set the volume level for sound effects,음향 효과 볼륨 레벨 설정
Set the volume for voice clips,음성 클립 볼륨 설정
Cursor moves quickly on the tactical map,커서가 전술 지도에서 빠르게 이동합니다
Show text all at once,텍스트를 한 번에 표시합니다
Enable Tutorials,전술 가이드 활성화
Allow mouse navigation,마우스 내비게이션을 허용합니다
Highlight target tile for mouse navigation,마우스 내비게이션에서 대상 타일을 하이라이트 하여 보여줍니다
Toggle Fullscreen,풀 스크린 켜기/끄기
Change the difficult level of enemies\NEWLINEThis will affect all enemy stats,적의 난이도 변경\NEWLINE이는 모든 적 능력치에 영향을 줍니다
Leave the current chapter\NEWLINEProgress will be reset,현재 장 나가기\NEWLINE진행도가 초기화됩니다
Leave the current chapter\NEWLINEEnemies will respawn,현재 장 나가기\NEWLINE적들이 리스폰됩니다
Exit the game\NEWLINEUnsaved progress will be lost,게임 나가기\NEWLINE저장하지 않은 진행도는 사라집니다
Restore settings to default,기본 설정 복구
Set the battle speed,전투 속도 설정
Toggle viewing battle scene,전투 장면 보기 켜기/끄기
Non-story characters incapacitated after a mission are lost forever.\NEWLINETheir resources will be refunded.,"주,조연 등장인물이 아닌 캐릭터가 전투불능이 된 채로 미션이 종료될 시 영원히 사라집니다.\NEWLINE이 캐릭터들의 자원은 반환됩니다."
"Enables passive XP, CP, and LDR growth for units that are far behind.\NEWLINEApplies to deployed squads for story missions, all units for Arena.","많이 뒤처진 유닛들의 패시브 XP, CP, 통솔력 성장이 활성화됩니다.\NEWLINE스토리 미션을 위해 배치된 부대, 투기장의 모든 유닛에 적용됩니다."
Select from preset window size options,사전 설정 창 사이즈 옵션에서 선택하세요
Allows the game client to be resized by using mouse.\NEWLINERequires Restart.,마우스를 사용하여 게임 클라이언트 사이즈 조정을 허용합니다.\NEWLINE재시작해야 합니다.
Precisely scales pixels at integer multiples.\NEWLINERequires Restart.,픽셀을 정수 배율로 정확히 확대합니다.\NEWLINE재시작해야 합니다.
"If Integer Scaling is enabled, upscales from the closest integer multiple.\NEWLINERequires Restart","정수비 확대를 활성화하면, 가장 근사치의 정수비로 확대됩니다.\NEWLINE재시작해야 합니다."
Uses linear interpolation to upscale in-game images where possible.\NEWLINE(Recommended: Enabled) Requires Restart,가능할 때 게임 내 이미지를 확대하는 데 선형 보간법을 활용합니다.\NEWLINE(추천: 켜기) 재시작해야 합니다
Workaround for graphics drivers that don't sync texture access.\NEWLINEUse if letters fail to print sometimes.,텍스처 액세스와 싱크되지 않는 그래픽 드라이버의 해결책입니다.\NEWLINE때로 글자가 나오지 않을 때 사용하세요.
"Enables framebuffer blittling if the driver is capable of it.\NEWLINEImages may render slightly faster, but incompatible with certain graphics cards. (Default: Disabled)","드라이버가 가능할 때 프레임버퍼 블리틀링을 켭니다.\NEWLINE이미지가 약간 더 빠르게 렌더링될 수 있는 대신, 특정 그래픽 카드와는 호환되지 않습니다. (기본: 끔)"
LEVEL UP!,레벨 업!
Class Mastery Up!,병과 숙련도 상승!
Surrender!,항복!
Retreat!,후퇴!
PROMOTE!,승급!
GOLDEN!,정예!
Trait Learned!,특성 학습!
MaxHp up!,최대 체력 상승!
Faction,진영
Rank up!,랭크 상승!
Loyalty up!,충성심 상승!
Got Proof,가치의 증명
of Merit!,획득!
NO,항복
SURRENDER,거부
Exchange,교환
Unlocked!,잠금 해제!
"All squads on all teams within 3 tiles,",3 타일 내의 모든 팀의 모든 부대가
take 15% more damage,15% 더 피해를 입습니다
UPGRADES TO:,승급시:
Starring...,출연...
Original Soundtrack by:,오리지널 사운드트랙:
Voices by:,음성:
Additional Art by:,추가 아트:
Additional Contributions,추가 기여
Special Thanks,특별 감사
I mean this from the bottom of my heart.,마음 속 깊은 진심을 전합니다.
Thank you for playing.,플레이해 주셔서 감사합니다.
"If you are reading this, you have impacted our",이 메시지를 읽고 있는 여러분은
lives in a very special way. I hope you'll,저희 삶에 아주 특별한 영향을 주셨습니다.
continue with our journey to bring our,여러분 모두가 저희의 꿈을 이루는 여정에
dreams to life.,동참해 주셨습니다.
In loving memory,사랑하는 이를 기억하며
Moves 6 tiles base,6 타일 이동 기본
"Archetypes: Heavy Infantry, Archery, Firearms","원형: 중보병, 궁수, 화기"
Moves 5 tiles base,5 타일 이동 기본
"Archetypes: Support, Magicians","원형: 지원, 마법"
Movement Bonus Indoors,실내 이동 보너스
Unimpeded by rough terrain,거친 지형 방해효과 무시
Archetypes: Light Infantry,원형: 경보병
Moves 7 tiles base,7 타일 이동 기본
Movement Bonus in Open Terrain,열린 지형에서 이동 보너스
Can Initiate Charge Attacks/Ambush,돌격 공격/매복 개시 가능
Archetypes: Light Cavalry,원형: 경기병
Can Initiate Charge Attacks,돌격 공격 개시 가능
Archetypes: Heavy Cavalry,원형: 중기병
Unimpeded by all terrain,모든 지형 방해효과 무시
Immune to Hazard Damage,위험 요소 피해에 면역
Archetypes: Dragon Riders,원형: 용기수
OBJECTIVE CAPTURED!,목표물 점령!
Player Phase,플레이어 차례
Enemy Phase,적 차례
Ally Phase,동맹 차례
Empire of Veridia,베리디아 제국
Donari Temple,도나리교 교단
Followers of Zanatus,자나투스의 추종자들
Diana's Rebellion,다이애나의 반란군
Nephilim Army,네필림 군대
Duchy of Isanter,이산테르 공작령
Lysander,라이샌더
Antares Rebellion,안타레스 반란군
Tidereaver Pirates,타이드리버 해적
Duchy of Rimorgue,리모르그 공작령
Empire of Archaelus,아르켈루스 제국
Kingdom of Sayunaa,사유나 왕국
"Basic Light Infantry. Can Ambush, and gets a significant SKL bonus while fighting in Rough terrain.","기본 경보병. 매복할 수 있고, 거친 지형에서 전투할 때 상당한 재주 보너스를 얻습니다."
Acolyte,견습 성기사
Challenge this arena?,이 투기장에 도전하시겠습니까?
"bonus from Walls, Forts, and Bases","성벽, 요새 및 기지로부터의 보너스"
Dark Knight,암흑 기사
General,장군
Azure King,창공빛 왕
Lord,영주
Archmage,대마법사
Mirage,신기루
Lead Design,리드 디자인
Lead Engineer,리드 엔지니어
Lead Artists,리드 아티스트
Antares arrives at Armitage,안타레스가 아미티지에 도착
Antares is defeated in battle,안타레스가 전투에서 패배
Survive for 20 turns,20턴 동안 생존
OR Seize Ezrum,또는 에즈룸을 점령
Antares is defeated in battle OR,안타레스가 전투에서 패배 혹은
Fort Eureeka is seized by the enemy OR,적이 유리카 요새 점령 혹은
Stormrook is seized by the enemy,적이 스톰룩 점령
Raskuja reaches the Treasure Vault,라스쿠자가 보물 금고에 도착
Raskuja is defeated in battle,라스쿠자가 전투에서 패배
Defeat all enemies,적 모두 격파
Jaromir is defeated in battle,야로미어가 전투에서 패배
Destroy all invading undead,침공해오는 모든 언데드 격파
Jaromir is defeated in battle OR,야로미어가 전투에서 패배 혹은
Enemy seizes Embor Palace,적이 엠보어 궁전 점령
Beatrix reaches the Helios Master Archive,베아트릭스가 헬리오스 최고 보관소에 도달
Beatrix is defeated in battle,베아트릭스가 전투에서 패배
Razehl escapes prison,라젤이 감옥에서 탈출
Razehl is defeated in battle,라젤이 전투에서 패배
Rescue all 3 Dragon Eggs,용알 3개 모두 구출
\\N[8] is defeated in battle OR,\\N[8] 전투에서 패배 혹은
Enemy seizes Fort Sairaa,적이 사이라 요새 점령
Increases lowest stat growth rate by %50,가장 낮은 능력치 성장률을 50%만큼 증가
Maverick,매버릭
Wide Guard,광역 보호
Cover and Block extend an extra half tile in each direction,유닛의 가로막음과 보호 영역을 각 방향으로 반 타일만큼 확장합니다
Pacifist,평화주의자
Unit both takes and deals -25% damage,유닛이 가하거나 받는 피해 -25%
Barricade,바리케이드
Other Units in same row have increased defense power,같은 세로줄에 있는 다른 유닛들의 방어력이 오릅니다
Rally,집결
Other Units in same row have increased attack power,같은 세로줄에 있는 다른 유닛들의 공격력이 오릅니다
Liberator,해방자
Gain an extra turn after Seize Objective,목표물 점령 후 추가 턴을 얻습니다
Benevolent,자애로움
+%50 LDR growth from Surrenders,적 항복시 통솔력 성장률 +50%
Switches to classic style portraits.,구 초상화로 변경합니다.
Uses a bitmap font for better readability on high res screens.,고해상도 화면에서 보다 나은 가시성을 위해 비트맵 글꼴을 사용합니다. 
Arbalest,기계석궁병
Archery class that fires 3x slightly weaker bolts and resists enemy ranged attacks.,"조금 약한 볼트를 3회 발사하며, 적 원거리 공격에 대한 방어력이 높은 궁수 병과."
War Cat,워캣
Light Infantry Large Beast that attacks in a wide arc. Increased Critical chance during Night.,넓은 호를 그리는 공격을 하는 경보병 분류의 거대 괴수. 밤에는 치명타 확률이 증가합니다.
Behemoth,베헤모스
Upgrade to War Cat that gains the ability to bypass blocking when attacking from high ground to lower ground.,"워캣에서 승급된 유닛. 고지대에서 저지대로 공격시, 적 유닛의 보호를 우회하여 공격할 수 있습니다."
Necromancer,사령술사
Magician that steals life to heal themselves and allies. Summons Risen. Greatly increases Unlife Essence accumulation.,적의 생명력을 빼앗아 자신과 아군을 치유하는 마법사. '부활한 자'를 소환할 수 있음. 언데드 정수 축적을 큰 폭으로 향상합니다.
Oracle,오라클
Support class that casts a shield on all allies at the start of battle.,전투 시작시 모든 아군 유닛에게 방어막 주문을 걸어주는 지원가 병과.
Field Cannon,야포
Firearms. Can only attack on offense. Attacks from up to 3 tiles away. Cavalry movement type.,화기 유닛. 공격 시에만 교전할 수 있습니다. 최대 3타일 바깥에서 공격 가능. 기병 이동 유형.
Dark Mage,암흑법사
Magician class that attacks in a large area. Has a chance to supress healing to targeted enemies.,넓은 지역을 공격하는 마법사. 목표 대상이 된 적들의 체력 회복을 억제할 수 있는 확률이 있습니다.
Queen of Dragons,용들의 여왕
"Fusion of Abigayle and Azuros. Flying unit. Can heal allies, and use a powerful breath attack.","아비게일과 아주로스의 합체 유닛. 비행 유닛. 아군을 치유하고, 강력한 용의 숨결 공격을 사용."
Switches to classic style portraits.,구 초상화로 변경합니다.
Uses a bitmap font for better readability on high res screens.,고해상도 화면에서 보다 나은 가시성을 위해 비트맵 글꼴을 사용합니다.
Attacks ignore 20% of Armor,공격이 대상의 방어구 20%를 무시합니다.
Complete Main Story Chapter 4 to unlock!,본편 4장을 완료하여 잠금 해제하세요!
Complete Main Story Chapter 11 and Legends Chapter 1A to unlock!,본편 11장과 전설들 1A장을 완료하여 잠금 해제하세요!
Complete Main Story Chapter 8 to unlock!,본편 8장을 완료하여 잠금 해제하세요!
Complete Main Story Chapter 9 to unlock!,본편 9장을 완료하여 잠금 해제하세요!
Complete Main Story Chapter 18 and Legends Chapter 3A to unlock!,본편 18장과 전설들 3A장을 완료하여 잠금 해제하세요!
Complete Main Story Chapter 11 to unlock!,본편 11장을 완료하여 잠금 해제하세요!
Complete Main Story Chapter 6 to unlock!,본편 6장을 완료하여 잠금 해제하세요!
Complete Main Story Chapter 23 and Gaiden 20-B to unlock!,본편 23장과 외전 20-B장을 완료하여 잠금 해제하세요!
Strider,성큼걸이
Infiltrator,잠입자
Scion of Donar,도나르의 후예
Cleric,사도
Savior,구원자
Avatar of Donar,도나르의 화신
Hero's Heavy Infantry class.,영웅의 중보병 병과입니다.
Hero's Light Stealth class.,영웅의 은신 병과입니다.
Hero's Healer class.,영웅의 치유사 병과입니다.
Turns Taken,소모한 턴
Kills,처치 수
Surrenders,총 항복한 적 수
Defeats,패배 수
Warfarer's Boots,전쟁낭인의 부츠
Shuffle becomes a free action,위치 변경이 턴을 소모하지 않음
Duelist's Contract,결투사의 계약서
All units on both teams get +1 attack at 1 range,"양측 모든 유닛에게 1타일 거리에서 공격시, +1 공격 부여"
Do-It-Yourself Bandage,자가조치 붕대
Map heals are a free action,지도 회복이 턴을 소모하지 않음
Emperor's Missive,황제의 칙서
Tier 1 Units take 50% damage,티어 1 유닛들이 받는 피해 50% 감소
Donari Charm,도나리교 부적
2 additional Map Heal charges,지도 회복 충전 횟수 2회 추가
Commoner's Goblet,서민의 술잔
Non-story squad leaders only,"주,조연 등장인물이 아닌 분대장만 사용 가능"
Can only be equipped on Squads not led by story characters,"분대장이 주,조연 등장인물이 아닌 분대에만 착용 가능합니다."
Tailored Great Helm,수제 맞춤형 그레이트 헬름
2 additional Armor per unit archetype in Squad,분대에 있는 각 유닛 원형마다 +2 방어구 추가
Thorny Charm,가시투성이 부적
Every Unit in Squad will resist 1 status effect per combat,분대의 모든 유닛은 전투당 1회 상태이상 저항을 하게 됨
Raid Captain,경보병 부대장
-2 Capacity cost for Light Melee classes,경보병 병과의 보급 비용 -2
"Magician class that attacks in a large area. Lowers effectiveness of heals, Mage and Dragon attacks.","넓은 영역을 공격하는 마법 병과. 치유, 마법 공격 그리고 용의 숨결 공격 효과를 떨어트립니다."
Bow Specialist,활 전문가
Increased damage to support/mages at range,지원/마법사 병과를 원거리에서 공격시 피해 상승
Armor Specialist,방어구 전문가
Reduces all incoming damage to the squad while on defense,방어시 분대에 가해지는 모든 피해를 감소시킴
Spear Specialist,창 전문가
Enitre squad takes less damage and deals more damage to cavalry units,분대 전체가 피해를 적게 받고 기병 유닛에 피해를 더 많이 가함
Anti-Magic Specialist,대마법 전문가
Healer Specialist,치유자 전문가
Squad recovers some HP at the beginning of player phase.,플레이어 턴 시작에 분대가 약간의 HP 회복
Assassin Specialist,암살자 전문가
Squad gains increased Critical Hit chance while on offense,공격시 분대의 치명타 확률 증가
Bombardment Specialist,포격 전문가
Squad's long range attacks are much less random,분대의 장거리 공격시 탄착지점의 무작위성이 크게 줄어듬
Raid Specialist,경보병 전문가
Entire squad gains a large boost to SKL while attacking from rough terrain,거친 지형에서 공격시 분대 전체의 재주 능력치가 큰 폭으로 증가함
Rush Specialist,기동전 전문가
Entire squad gains a bonus to SKL based on how far they moved this turn,이번 턴에 움직인 거리에 비례하여 분대 전체의 재주 능력치에 보너스가 적용됨
Charge Specialist,돌격 전문가
Entire squad gains a damage bonus if the squad is charging,분대가 돌격중이라면 분대 전체에 공격 피해 보너스
Save Clear Data?,클리어 데이터를 저장하시겠습니까?
Reduces Magic damage taken,마법 피해를 적게 받습니다.
Heavy Polearm Risen minion.,장창병형 부활한 자 
Heavy Infantry Risen minion.,중보병형 부활한 자
Skirmisher style Risen minion.,경보병형 부활한 자
Archery Risen minion.,궁수형 부활한 자
Champion style Risen minion.,챔피언형 부활한 자
"Abigayle's ultimate form. Flying unit. Can heal allies, and use a powerful breath attack.","아비게일의 궁극적 형태. 비행 유닛. 아군을 치료하며, 강력한 용의 숨결 공격을 사용합니다."
Allows and increases acquisition of Unlife,"언데드 정수의 축적을 가능하게 하고, 축적량이 늘어납니다."
Jaromir - Ragavi: Donar's Mercy,야로미어 - 라가비: 도나르의 자비
Jaromir - Ragavi: Death before regret,야로미어 - 라가비: 후회하기 전에 죽음을
Abigayle - Diana: Lost to time,아비게일 - 다이애나: 흐름에 뒤쳐진
"25 years in the past, the War of Veridian Succession is at its climax. Captain Antares takes point in a critical moment.","25년 전, 베리디아 황위 계승 전쟁이 최고조에 달했습니다. 안타레스 대위는 이 중대한 시기에 두각을 드러냅니다."
"Florina's claim has been announced, causing a backlash. Captain Antares will again be called upon to bring peace and order to Veridia.","플로리나의 권리 주장이 공표되었고, 후폭풍을 불러일으킵니다. 안타레스 대위는 다시 한 번, 베리디아에 평화와 질서를 가져오기 위해 부름받습니다."
Explore Raskuja's mercenary origins as part of a squad of ship-raiders.,"배 약탈자들로 한 때 활동했었던, 라스쿠자의 용병 시절을 탐험합니다."
The eastern extremes of Embor define the outer edge of the Empire of Veridia. Duke Jaromir finds himself in a position to be Veridia's Bulwark against a terrifying new foe.,"엠보어 동부 끝자락은 베리디아 제국의 최외각 경계를 정의합니다. 야로미어 공작은 무시무시한 새로운 적을 맞아, 베리디아의 장벽이 되어 버텨내야 합니다."
Duke Jaromir returns home to find that his battle with the undead menace is far from over.,"본성으로 복귀하던 야로미어 공작은, 언데드 위협과의 전투가 아직 끝나지 않았음을 깨닫게 됩니다."
"Explore the origins of the powerful mage, Beatrix, as she infiltrates a secret facility operated by the Cult of Zanatus.","베아트릭스는 자나투스 광신도들이 운영하던 비밀 시설에 잠입해, 강력한 마법사인 그녀 자신의 기원을 살펴봅니다."
One does not simply become a master assassin for no reason. A Sayunaari prison complex holds the secrets to one man's destiny.,그 누구도 이유없이 암살단의 대장이 되지는 않습니다. 사유나의 감옥 시설은 한 남자의 운명에 대한 비밀을 간직하고 있습니다.
Azuros has warned of a dire situation in the deserts of Sayunaa. The Nephilim Army hears the call to find a powerful Imperial army waiting.,"아주로스가 사유나 사막의 한복판에서 벌어지는 심각한 위기에 대해 경고합니다. 네필림 군대는 이에 응하고, 그곳에 먼저 와있던 강력한 제국군과 맞서게 됩니다."
Damage bonus against Heavy Units.,중갑 유닛에 공격 피해 보너스
Anti-Armor Specialist,대 장갑 전문가
